title,r_psp_MMGBSA_dG_Bind,r_psp_MMGBSA_dG_Bind_Coulomb,r_psp_MMGBSA_dG_Bind_Covalent,r_psp_MMGBSA_dG_Bind_Hbond,r_psp_MMGBSA_dG_Bind_Lipo,r_psp_MMGBSA_dG_Bind_Packing,r_psp_MMGBSA_dG_Bind_SelfCont,r_psp_MMGBSA_dG_Bind_Solv_GB,r_psp_MMGBSA_dG_Bind_Solv_SA,r_psp_MMGBSA_dG_Bind_vdW,r_psp_Lig_Strain_Energy,r_psp_Lig_Strain_Coulomb,r_psp_Lig_Strain_Covalent,r_psp_Lig_Strain_Hbond,r_psp_Lig_Strain_Lipo,r_psp_Lig_Strain_Packing,r_psp_Lig_Strain_SelfCont,r_psp_Lig_Strain_Solv_GB,r_psp_Lig_Strain_Solv_SA,r_psp_Lig_Strain_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Complex_Energy,r_psp_Complex_Coulomb,r_psp_Complex_Covalent,r_psp_Complex_Hbond,r_psp_Complex_Lipo,r_psp_Complex_Packing,r_psp_Complex_SelfCont,r_psp_Complex_Solv_GB,r_psp_Complex_Solv_SA,r_psp_Complex_vdW,r_psp_Ligand_Energy,r_psp_Ligand_Coulomb,r_psp_Ligand_Covalent,r_psp_Ligand_Hbond,r_psp_Ligand_Lipo,r_psp_Ligand_Packing,r_psp_Ligand_SelfCont,r_psp_Ligand_Solv_GB,r_psp_Ligand_Solv_SA,r_psp_Ligand_vdW,r_psp_Receptor_Energy,r_psp_Receptor_Coulomb,r_psp_Receptor_Covalent,r_psp_Receptor_Hbond,r_psp_Receptor_Lipo,r_psp_Receptor_Packing,r_psp_Receptor_SelfCont,r_psp_Receptor_Solv_GB,r_psp_Receptor_Solv_SA,r_psp_Receptor_vdW,r_psp_MMGBSA_dG_Bind(NS),r_psp_MMGBSA_dG_Bind(NS)_Coulomb,r_psp_MMGBSA_dG_Bind(NS)_Covalent,r_psp_MMGBSA_dG_Bind(NS)_Hbond,r_psp_MMGBSA_dG_Bind(NS)_Lipo,r_psp_MMGBSA_dG_Bind(NS)_Packing,r_psp_MMGBSA_dG_Bind(NS)_SelfCont,r_psp_MMGBSA_dG_Bind(NS)_Solv_GB,r_psp_MMGBSA_dG_Bind(NS)_Solv_SA,r_psp_MMGBSA_dG_Bind(NS)_vdW,r_psp_Rec_Strain_Energy,r_psp_Rec_Strain_Coulomb,r_psp_Rec_Strain_Covalent,r_psp_Rec_Strain_Hbond,r_psp_Rec_Strain_Lipo,r_psp_Rec_Strain_Packing,r_psp_Rec_Strain_SelfCont,r_psp_Rec_Strain_Solv_GB,r_psp_Rec_Strain_Solv_SA,r_psp_Rec_Strain_vdW,r_psp_Prime_MMGBSA_ligand_efficiency,r_psp_Prime_MMGBSA_ligand_efficiency_sa,r_psp_Prime_MMGBSA_ligand_efficiency_ln
4D0R - 5-removed waters,-95.0323055874687,-23.7392883718276,4.30933687557035,-1.56232921282233,-28.7898595069104,-5.95745454741837,0.0,19.9199258507533,,-59.2126366748161,3.7294831656053,4.30305538975903,4.3093368755706,0.0,-0.0410149190511102,0.0,0.0,-1.51586390558734,,-3.32603027508599,83.941106109903,26.2071649415228,32.4739676079226,0.0,-1.76417359851788,0.0,0.0,-10.0198887573085,,37.044035916284,-8907.09787660592,-8792.07835466605,3921.82270082484,-146.750786688175,-603.408745805978,-20.7784452866301,-18.3840275718678,-2473.30857912522,,-774.211638286838,83.941106109903,26.2071649415228,32.4739676079226,0.0,-1.76417359851788,0.0,0.0,-10.0198887573085,,37.044035916284,-8896.00667712836,-8794.54623123575,3885.03939634135,-145.188457475353,-572.85471270055,-14.8209907392117,-18.3840275718678,-2483.20861621867,,-752.043037528306,-98.7617887530741,-28.0423437615864,-4.54747350886464e-13,-1.56232921282233,-28.7488445878593,-5.95745454741837,0.0,21.4357897563405,,-55.88660639973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.95967939947786,-5.9395190992168,-22.7455914754345
4D0R - 5-removed waters,-91.8265678551179,-19.2395379063455,2.94892786826085,-1.44723627611319,-29.1061849205081,-4.6247392884427,0.0,18.6826785304761,,-59.0404758624428,4.36281135770307,3.78423246113508,2.94892786826175,0.0,-0.00481876536992121,0.0,0.0,-1.47799574737266,,-0.88753445895113,83.7439659287477,26.1570810141238,32.3766240844302,0.0,-1.7564737912675,0.0,0.0,-10.1068742139064,,37.0736088353675,-9010.61204659922,-8682.22196088274,3812.52170840756,-142.132374079909,-616.506802592769,-24.6150806600209,-13.2810564772771,-2587.76711988069,,-756.609360433371,83.7439659287477,26.1570810141238,32.3766240844302,0.0,-1.7564737912675,0.0,0.0,-10.1068742139064,,37.0736088353675,-9002.52944467285,-8689.13950399052,3777.19615645487,-140.685137803795,-585.644143880993,-19.9903413715782,-13.2810564772771,-2596.34292419726,,-734.642493406296,-96.1893792128194,-23.0237703674811,-9.09494701772928e-13,-1.44723627611319,-29.1013661551382,-4.6247392884427,0.0,20.1606742778486,,-58.1529414034917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.82610699396325,-5.73916049094487,-21.9783113343637
4D0R - 5-removed waters,-94.1821708983061,-20.5400859081528,1.79775228936205,-0.995681414662158,-29.7172807337831,-4.57748575499983,0.0,19.084324415036,,-59.2337137911044,3.77658046204323,3.9300316994839,1.79775228936271,0.0,-0.0343416191401722,0.0,0.0,-1.17879870578557,,-0.73806320187763,83.680885534577,26.1776987709626,32.3827135728801,0.0,-1.75695610233277,0.0,0.0,-10.1775198450935,,37.0549491381606,-9052.95859940786,-8939.300145142,3733.06435492328,-137.956415767448,-603.255170360093,-21.9102540033941,-11.0854074708035,-2295.01870294422,,-777.496858643172,83.680885534577,26.1776987709626,32.3827135728801,0.0,-1.75695610233277,0.0,0.0,-10.1775198450935,,37.0549491381606,-9042.45731404413,-8944.9377580048,3698.88388906104,-136.960734352786,-571.780933523977,-17.3327682483943,-11.0854074708035,-2303.92550751416,,-755.318093990229,-97.9587513603492,-24.4701176076378,-4.54747350886464e-13,-0.995681414662158,-29.682939114643,-4.57748575499983,0.0,20.2631231208215,,-58.4956505892267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.92425712076276,-5.88638568114413,-22.542115234179
4D0R - 5-removed waters,-92.3029741308128,-20.2142519559093,2.73390366388276,-1.11810229808646,-28.4113985606946,-4.86265528191814,0.0,18.6416116166333,,-59.0720813147193,4.82264502585258,3.69237779892422,2.73390366388329,0.0,-0.0344600041054732,0.0,0.0,-1.38096023566672,,-0.188216197182754,83.8179311137606,26.168657069625,32.3732167706896,0.0,-1.75669190986151,0.0,0.0,-10.0366788762643,,37.0694280595719,-8999.25633800412,-8897.16516117214,3816.58530093149,-143.416790199198,-606.197723939469,-23.0826820568479,-12.1882968191531,-2404.46691545347,,-729.324069295331,83.8179311137606,26.168657069625,32.3732167706896,0.0,-1.75669190986151,0.0,0.0,-10.0366788762643,,37.0694280595719,-8990.77129498706,-8903.11956628585,3781.47818049692,-142.298687901112,-576.029633468913,-18.2200267749297,-12.1882968191531,-2413.07184819384,,-707.321416040184,-97.1256191566645,-23.9066297548325,-9.09494701772928e-13,-1.11810229808646,-28.376938556589,-4.86265528191814,0.0,20.0225718522997,,-58.8838651175365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.84595725545053,-5.7689358831758,-22.092337216997
4D0R - 5-removed waters,-91.787021496224,-24.5611917543119,2.36498049642751,-1.52825596498363,-28.8938324248403,-4.60902279385009,0.0,20.3688342202604,,-54.9285332749215,4.86655764351596,4.53933841904659,2.36498049642699,0.0,0.0316844918136872,0.0,0.0,-1.23236042112504,,-0.837085342646255,83.6653219988735,26.169381619767,32.3845684709026,0.0,-1.75691107329839,0.0,0.0,-10.1937007497619,,37.0619837312643,-9022.79761746531,-8817.510505666,3771.59125519126,-142.301679883922,-602.616987968656,-23.6511276107273,-14.0322868271092,-2456.50941093463,,-737.766873765525,83.6653219988735,26.169381619767,32.3845684709026,0.0,-1.75691107329839,0.0,0.0,-10.1937007497619,,37.0619837312643,-9014.67591796796,-8819.11869553145,3736.84170622393,-140.773423918938,-571.966244470517,-19.0421048168772,-14.0322868271092,-2466.68454440513,,-719.900324221868,-96.65357913974,-29.1005301733585,4.54747350886464e-13,-1.52825596498363,-28.925516916654,-4.60902279385009,0.0,21.6011946413855,,-54.0914479322752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.82445922900934,-5.736688843514,-21.9688460760162
4D0R - 5-removed waters,-96.4106135449056,-22.9192928908778,1.0120653842946,-1.52373242069538,-30.3513208813185,-5.5493136561961,0.0,18.5869679059542,,-55.6659869860667,4.91208567865533,4.11304899526834,1.01206538429409,0.0,-0.0214200788820236,0.0,0.0,-1.26807395425723,,1.07646533223212,83.806146702189,26.1712424281173,32.3866088164358,0.0,-1.75706308346966,0.0,0.0,-10.0561448474198,,37.0615033885253,-9160.90521116711,-8675.45460328195,3617.41873897724,-140.876164112867,-611.581639275985,-23.6142520580097,-15.139192825522,-2573.68623473837,,-737.971863851642,83.806146702189,26.1712424281173,32.3866088164358,0.0,-1.75706308346966,0.0,0.0,-10.0561448474198,,37.0615033885253,-9148.30074432439,-8678.70655281919,3584.02006477651,-139.352431692171,-579.473255311197,-18.0649384018136,-15.139192825522,-2582.21705779691,,-719.3673802541,-101.322699223561,-27.0323418861462,4.54747350886464e-13,-1.52373242069538,-30.3299008024366,-5.5493136561961,0.0,19.8550418602113,,-56.7424523182989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-4.0171088977044,-6.0256633465566,-23.0754838160801
4D0R - 5-removed waters,-92.7176388323769,-20.0601731457446,1.75044324553119,-1.45679705312796,-29.3822033876507,-4.63854620960896,0.0,20.1397979308013,,-59.0701602125821,4.03994920363954,3.58624173867587,1.75044324553258,0.0,-0.0113638736745929,0.0,0.0,-1.19698865163201,,-0.0883832552622152,83.8520546667225,26.1809394465535,32.387585489409,0.0,-1.75688551368612,0.0,0.0,-10.0096945465638,,37.0501097910098,-9010.43392957445,-8859.0952888897,3755.54799934797,-141.102198311991,-605.749592915021,-20.1026061890559,-10.6135615825855,-2385.83133173844,,-743.487349295638,83.8520546667225,26.1809394465535,32.387585489409,0.0,-1.75688551368612,0.0,0.0,-10.0096945465638,,37.0501097910098,-9001.5683454088,-8865.2160551905,3721.40997061303,-139.645401258863,-574.610504013684,-15.4640599794469,-10.6135615825855,-2395.96143512268,,-721.467298874066,-96.7575880360164,-23.6464148844207,-1.36424205265939e-12,-1.45679705312796,-29.3708395139762,-4.63854620960896,0.0,21.336786582433,,-58.9817769573199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-3.86323495134904,-5.79485242702356,-22.1915855078046
4D0R - 5-removed waters,-96.0859439489086,-23.1372736671492,2.3740975661035,-1.47186934358908,-28.7823752301035,-5.20750633130005,0.0,21.3229094177059,,-61.1839263605721,3.97777463576972,3.83597640201337,2.37409756610315,0.0,-0.00531075666325909,0.0,0.0,-1.16066883812732,,-1.06631973755618,83.6321568634259,26.1600417969566,32.3790594926115,0.0,-1.75664718482517,0.0,0.0,-10.2208953362806,,37.0705980949635,-8908.40019533663,-8768.39737102543,3856.63933406777,-136.324515537886,-601.207939772126,-21.2375088302719,-12.1786538130319,-2453.86884007624,,-771.824700349413,83.6321568634259,26.1600417969566,32.3790594926115,0.0,-1.75664718482517,0.0,0.0,-10.2208953362806,,37.0705980949635,-8895.94640825115,-8771.42013915523,3821.88617700905,-134.852646194297,-570.668917357198,-16.0300024989719,-12.1786538130319,-2464.97085415767,,-747.711372083804,-100.063718584677,-26.9732500691625,4.54747350886464e-13,-1.47186934358908,-28.7770644734403,-5.20750633130005,0.0,22.4835782558334,,-60.1176066230158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-4.00358099787119,-6.00537149680679,-22.9977754836411
4D0R - 5-removed waters,-97.1187814731056,-23.8898012244754,2.57475611469863,-1.62249216784204,-29.2321792431153,-5.12369989748202,0.0,19.180679482487,,-59.0060445373734,4.74324320276784,3.78240249249701,2.57475611469888,0.0,-0.0368896070628335,0.0,0.0,-1.40430734135228,,-0.172718456012966,83.7911597011892,26.1640266539763,32.3896981927279,0.0,-1.75670431673485,0.0,0.0,-10.0602207725399,,37.0543599437596,-9025.26796691473,-8619.903001131,3721.85046909659,-139.356951468471,-601.71858381323,-22.8407559581188,-14.6621786197644,-2582.04358204125,,-766.593382979491,83.7911597011892,26.1640266539763,32.3896981927279,0.0,-1.75670431673485,0.0,0.0,-10.0602207725399,,37.0543599437596,-9011.94034514282,-8622.1772265605,3686.88601478916,-137.734459300629,-570.72970025338,-17.7170560606367,-14.6621786197644,-2591.16404075119,,-744.641698385877,-101.862024675873,-27.6722037169729,-4.54747350886464e-13,-1.62249216784204,-29.1952896360525,-5.12369989748202,0.0,20.5849868238392,,-58.8333260813605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-4.04661589471273,-6.0699238420691,-23.2449808970072
4D0R - 5-removed waters,-96.2122297401347,-21.191275298228,3.29801902796862,-1.53592084025803,-28.0409339130597,-4.7080589342738,0.0,18.5095530041945,,-62.5436127864789,4.3471552529432,4.06822780427868,3.29801902796675,0.0,-0.0150222970792544,0.0,0.0,-1.4891080603773,,-1.51496122184567,83.7270574688562,26.158038841539,32.3729502492642,0.0,-1.75698439732229,0.0,0.0,-10.1339801707271,,37.0870329461024,-8996.25146629672,-8881.05805089939,3799.55166881132,-140.162794965217,-604.610254532165,-20.8115863917878,-17.7948795497935,-2351.96704043614,,-779.398528333552,83.7270574688562,26.158038841539,32.3729502492642,0.0,-1.75698439732229,0.0,0.0,-10.1339801707271,,37.0870329461024,-8983.76629402544,-8886.0248144427,3763.88069953409,-138.626874124959,-574.812336221783,-16.103527457514,-17.7948795497935,-2360.34261326961,,-753.941948493175,-100.559384993079,-25.2595031025066,1.81898940354586e-12,-1.53592084025803,-28.0259116159805,-4.7080589342738,0.0,19.9986610645715,,-61.0286515646332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-4.00884290583895,-6.01326435875842,-23.0280014683588
